X,Y,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2
-8174407.28195713,5031616.87117928,,Kellogg-Deering Well Field,39.92,CTD980670814,100252,5,1,Connecticut,Norwalk,Fairfield,NPL Site,-73.43195,41.13055,9/8/1983,9/21/1984,9/23/1996,392,,,"<a href=""https://semspub.epa.gov/src/document/01/75001268"" target=""_blank"">CTD980670814 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100252"" target=""_blank"">Kellogg-Deering Well Field</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,1
-8113180.33750643,5098147.9726621,,Old Southington Landfill,54.35,CTD980670806,100251,6,1,Connecticut,Southington,Hartford,Deleted NPL Site,-72.881939,41.579169,9/8/1983,9/21/1984,9/22/2010,1092,7/20/2018,9/12/2018,"<a href=""https://semspub.epa.gov/src/document/01/75001279"" target=""_blank"">CTD980670806 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100251"" target=""_blank"">Old Southington Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-12/pdf/2018-19874.pdf"" target=""_blank"">09/12/2018 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-07-20/pdf/2018-15628.pdf"" target=""_blank"">07/20/2018 (PDF)</a>",,No,,,,,2
-7995986.51718399,5117388.47956819,,Revere Textile Prints Corp.,41.06,CTD004532610,100121,7,1,Connecticut,Sterling,Windham,Deleted NPL Site,-71.829169,41.708331,6/10/1986,7/22/1987,9/30/1992,145,3/1/1994,9/2/1994,"<a href=""https://semspub.epa.gov/src/document/01/75001285"" target=""_blank"">CTD004532610 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100121"" target=""_blank"">Revere Textile Prints Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/01/75001293"" target=""_blank"">09/02/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/01/75001045"" target=""_blank"">03/01/1994 (PDF)</a>",,No,,,,,3
-8126166.98062186,5097497.82189555,,Nutmeg Valley Road,42.69,CTD980669261,100250,8,1,Connecticut,Wolcott,New Haven,Deleted NPL Site,-72.9986,41.5748,1/22/1987,3/31/1989,9/28/2004,922,8/5/2005,9/23/2005,"<a href=""https://semspub.epa.gov/src/document/01/75001286"" target=""_blank"">CTD980669261 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100250"" target=""_blank"">Nutmeg Valley Road</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-09-23/pdf/05-19054.pdf"" target=""_blank"">09/23/2005 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-08-05/pdf/05-15435.pdf"" target=""_blank"">08/05/2005 (PDF)</a>",,No,,,,,4
-8090855.10230834,5083566.38240019,,Durham Meadows,33.94,CTD001452093,100108,9,1,Connecticut,Durham,Middlesex,NPL Site,-72.681388,41.48111,6/24/1988,10/4/1989,,,,,"<a href=""https://semspub.epa.gov/src/document/01/75001287"" target=""_blank"">CTD001452093 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100108"" target=""_blank"">Durham Meadows</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,5
-8116396.80287341,5094923.84110781,,Cheshire Ground Water Contamination,35.57,CTD981067317,100265,1031,1,Connecticut,Cheshire,New Haven,Deleted NPL Site,-72.910833,41.5575,6/24/1988,8/30/1990,12/31/1996,422,3/21/1997,7/2/1997,"<a href=""https://semspub.epa.gov/src/document/01/75001177"" target=""_blank"">CTD981067317 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100265"" target=""_blank"">Cheshire Ground Water Contamination</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-07-02/pdf/97-17032.pdf"" target=""_blank"">07/02/1997 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-03-21/pdf/97-7066.pdf"" target=""_blank"">03/21/1997 (PDF)</a>",,No,,,,,6
-8011323.00343058,5152079.92432409,,Linemaster Switch Corp.,33.71,CTD001153923,100041,1095,1,Connecticut,Woodstock,Windham,NPL Site,-71.966939,41.940561,6/24/1988,2/21/1990,3/29/2005,931,,,"<a href=""https://semspub.epa.gov/src/document/01/75001179"" target=""_blank"">CTD001153923 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100041"" target=""_blank"">Linemaster Switch Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,,7
-8131579.55690321,5158067.27199534,,Barkhamsted-New Hartford Landfill,38.05,CTD980732333,100255,1206,1,Connecticut,Barkhamsted,Litchfield,NPL Site,-73.047222,41.980556,6/24/1988,10/4/1989,9/28/2001,803,,,"<a href=""https://semspub.epa.gov/src/document/01/75001185"" target=""_blank"">CTD980732333 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100255"" target=""_blank"">Barkhamsted-New Hartford Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,8
-8006560.97825343,5110971.28637971,,Gallup's Quarry,46.29,CTD108960972,100201,1209,1,Connecticut,Plainfield,Windham,NPL Site,-71.924161,41.665281,6/24/1988,10/4/1989,9/30/1997,498,,,"<a href=""https://semspub.epa.gov/src/document/01/75001187"" target=""_blank"">CTD108960972 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100201"" target=""_blank"">Gallup's Quarry</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,9
-8064864.5615564,5138499.22647372,,Precision Plating Corp.,49.1,CTD051316313,100156,1216,1,Connecticut,Vernon,Tolland,NPL Site,-72.447911,41.84975,6/24/1988,10/4/1989,,,,,"<a href=""https://semspub.epa.gov/src/document/01/75001193"" target=""_blank"">CTD051316313 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100156"" target=""_blank"">Precision Plating Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,10
-8024697.14969347,5071542.43960508,,New London Submarine Base,36.53,CTD980906515,100261,1267,1,Connecticut,New London,New London,NPL Site,-72.087081,41.400139,10/26/1989,8/30/1990,,,,,"<a href=""https://semspub.epa.gov/src/document/01/75001197"" target=""_blank"">CTD980906515 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100261"" target=""_blank"">New London Submarine Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,,11
-8139371.92125874,5042075.60760033,,"Raymark Industries, Inc.",,CTD001186618,100094,1408,1,Connecticut,Stratford,Fairfield,NPL Site,-73.117222,41.201278,1/18/1994,4/25/1995,,,,,"<a href=""https://semspub.epa.gov/src/document/01/75001210"" target=""_blank"">CTD001186618 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100094"" target=""_blank"">Raymark Industries, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-04-25/pdf/95-10156.pdf"" target=""_blank"">04/25/1995 (PDF)</a>",,,No,,,,,12
-8127507.15597152,5093866.03066855,,Scovill Industrial Landfill,50,CT0002265551,102953,1591,1,Connecticut,Waterbury,New Haven,NPL Site,-73.010639,41.550389,5/11/2000,7/27/2000,,,,,"<a href=""https://semspub.epa.gov/src/document/01/75001220"" target=""_blank"">CT0002265551 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102953"" target=""_blank"">Scovill Industrial Landfill</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11563.pdf"" target=""_blank"">05/11/2000 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18902.pdf"" target=""_blank"">07/27/2000 (PDF)</a>",,,No,,,,,13
-8570209.29744715,4703782.17866008,,Washington Navy Yard,48.57,DC9170024310,300031,1503,3,District of Columbia,Washington,District of Columbia,NPL Site,-76.9875,38.875,3/6/1998,7/28/1998,,,,,"<a href=""https://semspub.epa.gov/src/document/03/900232"" target=""_blank"">DC9170024310 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300031"" target=""_blank"">Washington Navy Yard</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,,No,,,,,14
-8416680.90664928,4815653.39208315,,Army Creek Landfill,69.92,DED980494496,300086,247,3,Delaware,New Castle County,New Castle,NPL Site,-75.608331,39.653061,12/30/1982,9/8/1983,4/29/1994,236,,,"<a href=""https://semspub.epa.gov/src/document/03/900260"" target=""_blank"">DED980494496 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300086"" target=""_blank"">Army Creek Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,15
-8416063.08347538,4815411.64838383,,Delaware Sand & Gravel Landfill,46.6,DED000605972,300034,248,3,Delaware,New Castle County,New Castle,NPL Site,-75.602781,39.651389,12/30/1982,9/8/1983,8/12/1997,445,,,"<a href=""https://semspub.epa.gov/src/document/03/900261"" target=""_blank"">DED000605972 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300034"" target=""_blank"">Delaware Sand & Gravel Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,16
-8421257.02827681,4805978.08845904,,Delaware City PVC Plant,30.55,DED980551667,300091,249,3,Delaware,Delaware City,New Castle,NPL Site,-75.649439,39.586111,12/30/1982,9/8/1983,9/26/2001,787,,,"<a href=""https://semspub.epa.gov/src/document/03/900262"" target=""_blank"">DED980551667 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300091"" target=""_blank"">Delaware City PVC Plant</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,17
-8434771.21445911,4804132.24509838,,"Harvey & Knott Drum, Inc.",30.77,DED980713093,300123,250,3,Delaware,Kirkwood,New Castle,NPL Site,-75.770839,39.573331,12/30/1982,9/8/1983,6/22/1994,238,,,"<a href=""https://semspub.epa.gov/src/document/03/900263"" target=""_blank"">DED980713093 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300123"" target=""_blank"">Harvey & Knott Drum, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,18
-8413278.76037166,4816335.85800257,,New Castle Steel,30.4,DED980705255,300106,251,3,Delaware,New Castle County,New Castle,Deleted NPL Site,-75.577769,39.657781,12/30/1982,9/8/1983,8/17/1988,30,9/22/1988,3/17/1989,"<a href=""https://semspub.epa.gov/src/document/03/900264"" target=""_blank"">DED980705255 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300106"" target=""_blank"">New Castle Steel</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900400"" target=""_blank"">03/17/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900057"" target=""_blank"">09/22/1988 (PDF)</a>",,No,,,,,19
-8411486.51656988,4818143.46115267,,New Castle Spill,38.33,DED058980442,300069,252,3,Delaware,New Castle County,New Castle,Deleted NPL Site,-75.561669,39.670281,12/30/1982,9/8/1983,7/19/1992,105,3/21/1996,6/12/1996,"<a href=""https://semspub.epa.gov/src/document/03/900265"" target=""_blank"">DED058980442 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300069"" target=""_blank"">New Castle Spill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-12/pdf/96-14770.pdf"" target=""_blank"">06/12/1996 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-03-21/pdf/96-6561.pdf"" target=""_blank"">03/21/1996 (PDF)</a>",,No,,,,,20
-8421691.1742909,4809790.58704341,,Tybouts Corner Landfill,,DED000606079,300035,253,3,Delaware,New Castle County,New Castle,NPL Site,-75.653339,39.6125,12/30/1982,9/8/1983,9/11/1995,315,,,"<a href=""https://semspub.epa.gov/src/document/03/900266"" target=""_blank"">DED000606079 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300035"" target=""_blank"">Tybouts Corner Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,21
-8404621.55489215,4738994.38515603,,Wildcat Landfill,30.61,DED980704951,300101,254,3,Delaware,Dover,Kent,Deleted NPL Site,-75.5,39.120831,12/30/1982,9/8/1983,9/30/1992,140,1/13/2003,3/14/2003,"<a href=""https://semspub.epa.gov/src/document/03/900267"" target=""_blank"">DED980704951 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300101"" target=""_blank"">Wildcat Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-01-13/pdf/03-515.pdf"" target=""_blank"">03/14/2003 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-01-13/pdf/03-514.pdf"" target=""_blank"">01/13/2003 (PDF)</a>",,No,,,,,22
-8417021.32165213,4754271.20313371,,Coker's Sanitation Service Landfills,52.15,DED980704860,300097,257,3,Delaware,Kent County,Kent,Deleted NPL Site,-75.611389,39.227219,4/10/1985,7/22/1987,9/29/1993,211,6/3/2011,8/2/2011,"<a href=""https://semspub.epa.gov/src/document/03/900269"" target=""_blank"">DED980704860 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300097"" target=""_blank"">Coker's Sanitation Service Landfills</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-06-03/pdf/2011-13841.pdf"" target=""_blank"">08/02/2011 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-06-03/pdf/2011-13844.pdf"" target=""_blank"">06/03/2011 (PDF)</a>",,No,,,,,23
-8380472.01587895,4661331.5041323,,NCR Corp. (Millsboro Plant),38.21,DED043958388,300061,258,3,Delaware,Millsboro,Sussex,NPL Site,-75.283061,38.5775,4/10/1985,7/22/1987,9/27/1996,394,,,"<a href=""https://semspub.epa.gov/src/document/03/900270"" target=""_blank"">DED043958388 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300061"" target=""_blank"">NCR Corp. (Millsboro Plant)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,,24
-8408764.75501999,4825135.45694939,,Halby Chemical Co.,30.9,DED980830954,300125,259,3,Delaware,New Castle,New Castle,NPL Site,-75.537219,39.718611,9/18/1985,6/10/1986,4/22/2002,812,,,"<a href=""https://semspub.epa.gov/src/document/03/900271"" target=""_blank"">DED980830954 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300125"" target=""_blank"">Halby Chemical Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,No,,,,,25
-8419742.1926461,4807923.95857154,,"Standard Chlorine of Delaware, Inc.",35.42,DED041212473,300058,260,3,Delaware,Delaware City,New Castle,NPL Site,-75.635831,39.599581,9/18/1985,7/22/1987,,,,,"<a href=""https://semspub.epa.gov/src/document/03/900272"" target=""_blank"">DED041212473 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300058"" target=""_blank"">Standard Chlorine of Delaware, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,No,,,,,26
-8417856.21783308,4764056.73518572,,Tyler Refrigeration Pit,33.94,DED980705545,300111,261,3,Delaware,Smyrna,Kent,Deleted NPL Site,-75.618889,39.295281,6/10/1986,2/21/1990,5/10/1996,355,1/28/2004,3/29/2004,"<a href=""https://semspub.epa.gov/src/document/03/900273"" target=""_blank"">DED980705545 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300111"" target=""_blank"">Tyler Refrigeration Pit</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-01-28/pdf/04-1821.pdf"" target=""_blank"">03/29/2004 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-01-28/pdf/04-1822.pdf"" target=""_blank"">01/28/2004 (PDF)</a>",,No,,,,,27
-8407705.10478713,4744013.22031504,,Dover Gas Light Co.,35.57,DED980693550,300095,263,3,Delaware,Dover,Kent,NPL Site,-75.5277,39.1558,1/22/1987,10/4/1989,,,,,"<a href=""https://semspub.epa.gov/src/document/03/900274"" target=""_blank"">DED980693550 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300095"" target=""_blank"">Dover Gas Light Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,,28
-8416774.19238256,4823647.81920545,,"E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)",51.91,DED980555122,300093,264,3,Delaware,Newport,New Castle,NPL Site,-75.609169,39.708331,1/22/1987,2/21/1990,9/19/2002,827,,,"<a href=""https://semspub.epa.gov/src/document/03/900275"" target=""_blank"">DED980555122 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300093"" target=""_blank"">E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,,29
-8417330.78983653,4655281.50539995,,Sussex County Landfill No. 5,28.9,DED980494637,300089,265,3,Delaware,Laurel,Sussex,Deleted NPL Site,-75.614169,38.535,6/24/1988,10/4/1989,12/29/1994,282,7/30/2001,9/28/2001,"<a href=""https://semspub.epa.gov/src/document/03/900276"" target=""_blank"">DED980494637 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300089"" target=""_blank"">Sussex County Landfill No. 5</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-07-30/pdf/01-18816.pdf"" target=""_blank"">09/28/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-07-30/pdf/01-18817.pdf"" target=""_blank"">07/30/2001 (PDF)</a>",,No,,,,,30
-8427998.64795874,4795365.38037842,,Sealand Limited,33.1,DED981035520,300137,1064,3,Delaware,Mount Pleasant,New Castle,Deleted NPL Site,-75.71,39.5126,6/24/1988,8/30/1990,3/27/1992,76,2/10/1997,7/1/1997,"<a href=""https://semspub.epa.gov/src/document/03/900188"" target=""_blank"">DED981035520 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300137"" target=""_blank"">Sealand Limited</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-07-01/pdf/97-17182.pdf"" target=""_blank"">07/01/1997 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-02-10/pdf/97-2993.pdf"" target=""_blank"">02/10/1997 (PDF)</a>",,No,,,,,31
-8418443.98474446,4823125.17265516,,"Koppers Co., Inc. (Newport Plant)",33.56,DED980552244,300092,1072,3,Delaware,Newport,New Castle,NPL Site,-75.624169,39.704719,10/26/1989,8/30/1990,,,,,"<a href=""https://semspub.epa.gov/src/document/03/900189"" target=""_blank"">DED980552244 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300092"" target=""_blank"">Koppers Co., Inc. (Newport Plant)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,,32
-8400911.16494452,4739991.66746121,,Dover Air Force Base,35.89,DE8570024010,300191,1684,3,Delaware,Dover,Kent,NPL Site,-75.466669,39.127781,7/22/1987,3/13/1989,9/27/2006,987,,,"<a href=""https://semspub.epa.gov/src/document/03/900250"" target=""_blank"">DE8570024010 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300191"" target=""_blank"">Dover Air Force Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189646"" target=""_blank"">07/22/1987 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189630"" target=""_blank"">03/13/1989 (PDF)</a>",,,No,,,,,33
-8413126.36398876,4753463.76247501,,"Chem-Solv, Inc.",37.93,DED980714141,300124,1685,3,Delaware,Cheswold,Kent,Deleted NPL Site,-75.5764,39.2216,6/24/1988,8/30/1990,6/30/1998,516,3/31/2022,8/17/2022,"<a href=""https://semspub.epa.gov/src/document/03/900251"" target=""_blank"">DED980714141 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300124"" target=""_blank"">Chem-Solv, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2022-08-17/pdf/2022-17480.pdf"" target=""_blank"">08/17/2022 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2022-03-31/pdf/2022-06774.pdf"" target=""_blank"">03/31/2022 (PDF)</a>",,No,,,,,34
